"","species","id"
"1429","Crocidura wimmeri",3614527
"1430","Crocidura wuchihensis",486528
"1431","Crocidura xantippe",3614541
"1432","Crocidura yankariensis",3614546
"1433","Crocidura zaitsevi",1003569
"1434","Crocidura zaodon",5925651
"1435","Crocidura zaphiri",3614559
"1436","Crocidura zarudnyi",834350
"1437","Crocidura zena",7656633
"1438","Crocidura zimmeri",3614511
"1439","Crocidura zimmermanni",314774
"1440","Crocuta crocuta",397157
"1441","Crocuta spelaea",7656181
"1442","Crossarchus alexandri",858557
"1443","Crossarchus obscurus",1088410
"1444","Crossarchus platycephalus",706189
"1445","Crossomys moncktoni",692529
"1446","Crunomys celebensis",3608741
"1447","Crunomys fallax",3608742
"1448","Crunomys melanius",631023
"1449","Crunomys suncoides",631030
"1450","Cryptochloris wintoni",702185
"1451","Cryptochloris zyli",3607176
"1452","Cryptomys anomalus",568508
"1453","Cryptomys holosericeus",568507
"1454","Cryptomys kummi",7654473
"1455","Cryptonanus agricolai",3606702
"1456","Cryptonanus chacoensis",972316
"1457","Cryptonanus guahybae",3606701
"1458","Cryptonanus ignitus",3606703
"1459","Cryptonanus unduaviensis",972317
"1460","Cryptoprocta ferox",768514
"1461","Cryptotis alticolus",3614391
"1462","Cryptotis brachyonyx",3614379
"1463","Cryptotis celaque",7067967
"1464","Cryptotis colombiana",3614398
"1465","Cryptotis endersi",3614376
"1466","Cryptotis equatoris",3614397
"1467","Cryptotis evaristoi",7067968
"1468","Cryptotis goldmani",638156
"1469","Cryptotis goodwini",3614378
"1470","Cryptotis gracilis",181053
"1471","Cryptotis griseoventris",3614381
"1472","Cryptotis hondurensis",3614385
"1473","Cryptotis lacertosus",5925653
"1474","Cryptotis magnus",638158
"1475","Cryptotis mam",5925654
"1476","Cryptotis mayensis",3614374
"1477","Cryptotis mccarthyi",7067969
"1478","Cryptotis medellinia",3614380
"1479","Cryptotis mera",3614395
"1480","Cryptotis meridensis",3614399
"1481","Cryptotis merriami",3614384
"1482","Cryptotis mexicanus",412409
"1483","Cryptotis montivagus",3614392
"1484","Cryptotis nelsoni",997404
"1485","Cryptotis niausa",7067970
"1486","Cryptotis nigrescens",248585
"1487","Cryptotis obscurus",3614390
"1488","Cryptotis olivaceus",7656653
"1489","Cryptotis oreoryctes",5925655
"1490","Cryptotis orophilus",3614382
"1491","Cryptotis parvus",86246
"1492","Cryptotis peregrinus",3614375
"1493","Cryptotis peruviensis",3614396
"1494","Cryptotis phillipsii",3614393
"1495","Cryptotis pseudagyrtes",6146639
"1496","Cryptotis squamipes",3614377
"1497","Cryptotis tamensis",3614388
"1498","Cryptotis thomasi",3614386
"1499","Cryptotis tropicalis",3614383
"1500","Ctenodactylus gundi",692686
"1501","Ctenodactylus vali",506987
"1502","Ctenomys andersoni",7654505
"1503","Ctenomys argentinus",811146
"1504","Ctenomys australis",270436
"1505","Ctenomys azarae",91869
"1506","Ctenomys bergi",811145
"1507","Ctenomys boliviensis",173061
"1508","Ctenomys bonettoi",612910
"1509","Ctenomys brasiliensis",3609699
"1510","Ctenomys budini",3609693
"1511","Ctenomys colburni",685015
"1512","Ctenomys coludo",3609689
"1513","Ctenomys conoveri",350151
"1514","Ctenomys coyhaiquensis",327705
"1515","Ctenomys dorbignyi",461666
"1516","Ctenomys dorsalis",3609697
"1517","Ctenomys emilianus",3609686
"1518","Ctenomys erikacuellarae",5839488
"1519","Ctenomys famosus",3609691
"1520","Ctenomys flamarioni",190305
"1521","Ctenomys fochi",3609704
"1522","Ctenomys fodax",685019
"1523","Ctenomys frater",350153
"1524","Ctenomys fulvus",270437
"1525","Ctenomys goodfellowi",350131
"1526","Ctenomys haigi",350134
"1527","Ctenomys johannis",3609687
"1528","Ctenomys juris",612909
"1529","Ctenomys knighti",3609685
"1530","Ctenomys lami",822911
"1531","Ctenomys latro",612914
"1532","Ctenomys lessai",7654507
"1533","Ctenomys leucodon",53887
"1534","Ctenomys lewisi",327467
"1535","Ctenomys magellanicus",270426
"1536","Ctenomys maulinus",757314
"1537","Ctenomys mendocinus",53929
"1538","Ctenomys nattereri",811135
"1539","Ctenomys occultus",612912
"1540","Ctenomys opimus",53931
"1541","Ctenomys osvaldoreigi",3609688
"1542","Ctenomys pearsoni",396726
"1543","Ctenomys perrensi",822907
"1544","Ctenomys peruanus",3609695
"1545","Ctenomys pilarensis",236494
"1546","Ctenomys pontifex",3609684
"1547","Ctenomys porteousi",44562
"1548","Ctenomys pundti",612902
"1549","Ctenomys rionegrensis",396723
"1550","Ctenomys robore",38834
"1551","Ctenomys roigi",236495
"1552","Ctenomys rosendopascuali",361323
"1553","Ctenomys saltarius",822904
"1554","Ctenomys scagliai",612906
"1555","Ctenomys sericeus",822901
"1556","Ctenomys sociabilis",504986
"1557","Ctenomys steinbachi",925570
"1558","Ctenomys sylvanus",3609703
"1559","Ctenomys talarum",672624
"1560","Ctenomys torquatus",396724
"1561","Ctenomys tuconax",612904
"1562","Ctenomys tucumanus",612895
"1563","Ctenomys tulduco",3609690
"1564","Ctenomys validus",3609700
"1565","Ctenomys viperinus",3609698
"1566","Ctenomys yatesi",7654508
"1567","Ctenomys yolandae",236496
"1568","Cubanycteris silvai",4118393
"1569","Cuniculus paca",296191
"1570","Cuniculus taczanowskii",67355
"1571","Cuon javanicus",7655957
"1572","Cuon primaevus",6145398
"1573","Cuon stehlini",7655958
"1574","Cuscomys ashaninka",3609761
"1575","Cuscomys oblativa",3609760
"1576","Cyclopes catellus",7657080
"1577","Cyclopes didactylus",675099
"1578","Cyclopes ida",7657081
"1579","Cyclopes rufus",7657082
"1580","Cyclopes thomasi",7657083
"1581","Cyclopes xinguensis",7657084
"1582","Cynarctoides emryi",3612524
"1583","Cynarctoides luskensis",3612521
"1584","Cynarctus crucidens",3612561
"1585","Cynarctus galushai",3612533
"1586","Cynarctus saxatilis",3612535
"1587","Cynarctus voorhiesi",3612610
"1588","Cynictis bradfieldi",7656151
"1589","Cynictis lepturus",7656152
"1590","Cynictis pencillata",7656153
"1591","Cynictis penicillata",363578
"1592","Cynocephalus falconeri",7654303
"1593","Cynocephalus volans",781510
"1594","Cynodesmus canavus",4117990
"1595","Cynodesmus cooki",4118013
"1596","Cynodesmus euthos",4117984
"1597","Cynodesmus martini",3612599
"1598","Cynodesmus minor",3612632
"1599","Cynodesmus thomsoni",4118004
"1600","Cynodesmus thooides",3612629
"1601","Cynodictis oregonensis",4117981
"1602","Cynodictis temnodon",3612536
"1603","Cynogale bennetti",7067618
"1604","Cynogale bennettii",126631
"1605","Cynomops greenhalli",3613954
"1606","Cynomops mexicanus",3613953
"1607","Cynomops planirostris",130215
"1608","Cynomys leucurus",934740
"1609","Cynomys ludovicianus",580345
"1610","Cynomys mexicanus",934744
"1611","Cynomys parvidens",934742
"1612","Cynopterus brachyotis",113380
"1613","Cynopterus horsfieldii",509297
"1614","Cynopterus luzoniensis",3613467
"1615","Cynopterus minutus",3613469
"1616","Cynopterus montanoi",7656277
"1617","Cynopterus nusatenggara",285031
"1618","Cynopterus sphinx",813031
"1619","Cynopterus titthaecheilus",1072696
"1620","Cynotherium sardous",4941923
"1621","Cystophora cristata",132779
"1622","Cyttarops alecto",599540
"1623","Dacnomys millardi",1085685
"1624","Dactylomys boliviensis",885715
"1625","Dactylomys dactylinus",885713
"1626","Dactylomys peruanus",439338
"1627","Dactylopsila magalura",7657216
"1628","Dactylopsila megalura",3606956
"1629","Dactylopsila palpator",837438
"1630","Dactylopsila tatei",3606957
"1631","Dactylopsila trivirgata",852211
"1632","Dagonodum mojnum",7655879
"1633","Dakotallomys whitei",7654877
"1634","Dama clactoniana",7655652
"1635","Dama dama",906310
"1636","Damaliscus antiquus",7655486
"1637","Damaliscus corrigum",7655487
"1638","Damaliscus superstes",3611708
"1639","Dama mesopotamica",640742
"1640","Dama roberti",7655653
"1641","Dasycercus blythi",3607136
"1642","Dasycercus cristicauda",379199
"1643","Dasykaluta rosamondae",515017
"1644","Dasymys alleni",3608669
"1645","Dasymys cabrali",3608664
"1646","Dasymys foxi",3608665
"1647","Dasymys incomtus",856138
"1648","Dasymys lavocati",7654741
"1649","Dasymys montanus",3608667
"1650","Dasymys nudipes",3608663
"1651","Dasymys rufulus",911466
"1652","Dasymys rwandae",3608666
"1653","Dasymys sua",3608668
"1654","Dasyprocta azarae",3609680
"1655","Dasyprocta coibae",3609682
"1656","Dasyprocta cristata",3609681
"1657","Dasyprocta fuliginosa",592588
"1658","Dasyprocta guamara",3609679
"1659","Dasyprocta kalinowskii",3609683
"1660","Dasyprocta leporina",462286
"1661","Dasyprocta mexicana",3609677
"1662","Dasyprocta prymnolopha",3609678
"1663","Dasyprocta punctata",848914
"1664","Dasyprocta ruatanica",3609676
"1665","Dasypterus ega",635119
"1666","Dasypterus insularis",3613711
"1667","Dasypterus xanthinus",447957
"1668","Dasypus beniensis",7068016
"1669","Dasypus hybridus",4119193
"1670","Dasypus kappleri",905104
"1671","Dasypus novemcinctus",796672
"1672","Dasypus pastasae",7068017
"1673","Dasypus pilosus",4119194
"1674","Dasypus sabanicola",4119191
"1675","Dasypus septemcinctus",4119195
"1676","Dasypus yepesi",4119192
"1677","Dasyuroides byrnei",379189
"1678","Dasyurus albopunctatus",379186
"1679","Dasyurus daemonellus",7657091
"1680","Dasyurus geoffroii",820109
"1681","Dasyurus hallucatus",74731
"1682","Dasyurus maculatus",74729
"1683","Dasyurus spartacus",379193
"1684","Dasyurus viverrinus",393372
"1685","Daubentonia madagascariensis",50727
"1686","Delanymys brooksi",3610305
"1687","Delomys altimontanus",5340675
"1688","Delomys collinus",315215
"1689","Delomys dorsalis",196751
"1690","Delomys sublineatus",247845
"1691","Delphinapterus leucas",851318
"1692","Delphinus capensis",1094064
"1693","Delphinus tropicalis",1094002
"1694","Deltamys araucaria",7067236
"1695","Dendrogale melanura",742280
"1696","Dendrogale murina",396022
"1697","Dendrohyrax adersi",7654194
"1698","Dendrohyrax arboreus",1079385
"1699","Dendrohyrax crawshayi",7654195
"1700","Dendrohyrax dorsalis",285372
"1701","Dendrohyrax emini",7654196
"1702","Dendrolagus bennettianus",78846
"1703","Dendrolagus lumholtzi",756151
"1704","Dendrolagus matschiei",579327
"1705","Dendrolagus maximus",7657187
"1706","Dendrolagus mayri",3606994
"1707","Dendrolagus mbaiso",3606997
"1708","Dendrolagus pulcherrimus",3606993
"1709","Dendrolagus scottae",837434
"1710","Dendrolagus spadix",555307
"1711","Dendrolagus stellarum",3606992
"1712","Dendrolagus ursinus",3606996
"1713","Dendromus haymani",7654846
"1714","Dendromus insignis",3608542
"1715","Dendromus kahuziensis",3608547
"1716","Dendromus lachaisei",7654847
"1717","Dendromus leucostomus",3608541
"1718","Dendromus lovati",3608538
"1719","Dendromus melanotis",3608546
"1720","Dendromus mesomelas",1050970
"1721","Dendromus messorius",3608539
"1722","Dendromus mystacalis",254740
"1723","Dendromus nikolausi",3610450
"1724","Dendromus nyikae",565421
"1725","Dendromus oreas",3608540
"1726","Dendromus vernayi",3608544
"1727","Dendropithecus orientalis",3607806
"1728","Dendroprionomys rousseloti",3610280
"1729","Dephomys defua",685867
"1730","Dephomys eburneae",3608826
"1731","Dermanura bogotensis",130225
"1732","Dermanura incomitata",658640
"1733","Dermanura rava",1016359
"1734","Desmalopex leucopterus",740197
"1735","Desmalopex microleucopterus",268704
"1736","Desmana moschata",60434
"1737","Desmocyon matthewi",4118005
"1738","Desmodilliscus braueri",981023
"1739","Desmodillus auricularis",981029
"1740","Desmodus dorbignyi",7656370
"1741","Desmodus rotundus",238431
"1742","Desmomys harringtoni",170594
"1743","Desmomys yaldeni",3608637
"1744","Diaemus youngi",1060472
"1745","Dicerorhinus etruscus",4118081
"1746","Dicerorhinus hemitoechus",3614781
"1747","Dicerorhinus mercki",7656876
"1748","Dicerorhinus steinheimensis",7656877
"1749","Diclidurus albus",1060477
"1750","Diclidurus freyreissi",7656297
"1751","Diclidurus ingens",432527
"1752","Diclidurus isabellus",599538
"1753","Diclidurus scutatus",391954
"1754","Dicrostonyx groenlandicus",603158
"1755","Dicrostonyx hudsonius",860654
"1756","Dicrostonyx nelsoni",3608457
"1757","Dicrostonyx nunatakensis",3608455
"1758","Dicrostonyx richardsoni",860662
"1759","Dicrostonyx torquatus",603156
"1760","Dicrostonyx unalascensis",3608460
"1761","Dicrostonyx vinogradovi",3608461
"1762","Didelphis albiventris",606426
"1763","Didelphis aurita",810918
"1764","Didelphis biforata",7657119
"1765","Didelphis californica",7657120
"1766","Didelphis grandaeva",7657121
"1767","Didelphis imperfecta",846876
"1768","Didelphis incerta",7657122
"1769","Didelphis marsupialis",919176
"1770","Didelphis paraguayensis",7657123
"1771","Didelphis pernigra",442489
"1772","Didelphis virginiana",919171
"1773","Dinaromys bogdanovi",929331
"1774","Dinomys branickii",234025
"1775","Diomys crumpi",3611119
"1776","Dionysopithecus shuangouensis",3607808
"1777","Diphylla centralis",7656371
"1778","Diphylla ecaudata",1060475
"1779","Dipilus rurigenus",7657238
"1780","Diplogale hosei",583720
"1781","Diplomesodon pulchellum",850886
"1782","Diplomesodon sonnerati",7656635
"1783","Diplomys caniceps",3610419
"1784","Diplomys labilis",3610456
"1785","Diplothrix legata",577539
"1786","Dipodillus bottai",3608910
"1787","Dipodillus campestris",89162
"1788","Dipodillus dasyurus",438464
"1789","Dipodillus harwoodi",3608909
"1790","Dipodillus jamesi",3608912
"1791","Dipodillus lowei",3608916
"1792","Dipodillus mackilligini",3608911
"1793","Dipodillus maghrebi",3608917
"1794","Dipodillus nanus",7654691
"1795","Dipodillus rupicola",3608918
"1796","Dipodillus simoni",809723
"1797","Dipodillus somalicus",3608913
"1798","Dipodillus stigmonyx",3608915
"1799","Dipodillus zakariai",3608914
"1800","Dipodomys compactus",844926
"1801","Dipodomys elator",241216
"1802","Dipodomys elephantinus",665997
"1803","Dipodomys gravipes",666006
"1804","Dipodomys ingens",669947
"1805","Dipodomys insularis",666019
"1806","Dipodomys nelsoni",241218
"1807","Dipodomys ornatus",6144701
"1808","Dipodomys phillipsii",241220
"1809","Dipodomys spectabilis",748116
"1810","Dipodomys stephensi",844928
"1811","Dipus deasyi",7067188
"1812","Distoechurus pennatus",852215
"1813","Diunatans luctoretemergo",6145900
"1814","Djebelemur martinezi",4941594
"1815","Dobsonia anderseni",3613450
"1816","Dobsonia andersoni",48410
"1817","Dobsonia beauforti",3613454
"1818","Dobsonia chapmani",3613453
"1819","Dobsonia crenulata",3613457
"1820","Dobsonia emersa",3613452
"1821","Dobsonia exoleta",3613456
"1822","Dobsonia inermis",48409
"1823","Dobsonia magna",340690
"1824","Dobsonia minor",48408
"1825","Dobsonia moluccensis",1032365
"1826","Dobsonia pannietensis",48407
"1827","Dobsonia peronii",3613451
"1828","Dobsonia praedatrix",48403
"1829","Dobsonia viridis",48402
"1830","Dolichopithecus ruscinensis",3607645
"1831","Dolichotis salinicola",484311
"1832","Dologale dybowskii",3613299
"1833","Dorcatragus megalotis",607102
"1834","Dorcopsis atrata",3606989
"1835","Dorcopsis auranticus",7657189
"1836","Dorcopsis hageni",421009
"1837","Dorcopsis luctuosa",3606990
"1838","Dorcopsis muelleri",3606991
"1839","Dorcopsis mysoliae",7657190
"1840","Dorcopsis veterum",567247
"1841","Dorcopsulus macleayi",3606986
"1842","Dorcopsulus rothschildi",7657191
"1843","Dorcopsulus vanheurni",46393
"1844","Dremomys everetti",3609137
"1845","Dremomys gularis",319003
"1846","Dremomys lokriah",318993
"1847","Dremomys pyrrhomerus",318996
"1848","Dromiciops gliroides",905267
"1849","Dryadonycteris capixaba",6146449
"1850","Drymoreomys albimaculatus",781394
"1851","Dryomys laniger",1038452
"1852","Dryomys niethammeri",3608167
"1853","Dryopithecus brancoi",3607876
"1854","Dryopithecus giganteus",3607692
"1855","Dryopithecus indicus",4941856
"1856","Dryopithecus vancouveringi",4941662
"1857","Dugong dugon",835324
"1858","Dushimys larsi",6144746
"1859","Dusicyon australis",408359
"1860","Dusicyon avus",4117978
"1861","Dusicyon darwini",7655959
"1862","Dusicyon gymnocercus",7655960
"1863","Dusicyon proplatensis",7655961
"1864","Dyacopterus brooksi",3613518
"1865","Dyacopterus richarti",7656278
"1866","Dyacopterus rickarti",6146397
"1867","Dyacopterus rickartii",7067762
"1868","Dyacopterus spadiceus",606019
"1869","Dymecodon pilirostris",375375
"1870","Echimys chrysurus",360967
"1871","Echimys saturnus",3609812
"1872","Echinops telfairi",222351
"1873","Echinosorex gymnura",1027567
"1874","Echiothrix centrosa",3609908
"1875","Echiothrix leucura",3610904
"1876","Echymipera clara",775062
"1877","Echymipera davidi",3606655
"1878","Echymipera echinista",3606654
"1879","Echymipera gargantua",7657249
"1880","Echymipera kalabu",7657250
"1881","Ectophylla alba",842061
"1882","Ectopocynus antiquus",3612620
"1883","Ectopocynus intermedius",3612617
"1884","Ectopocynus simplicidens",3612619
"1885","Eidolon dupreanum",113376
"1886","Eidolon helvum",610862
"1887","Eira barbara",381140
"1888","Elaphodus cephalophus",57105
"1889","Elaphodus ichangensis",7655663
"1890","Elaphodus michianus",7655664
"1891","Elaphurus davidianus",1030869
"1892","Elephantulus brachyrhynchus",741348
"1893","Elephantulus delicatus",7654216
"1894","Elephantulus dundasi",7654217
"1895","Elephantulus edwardii",604025
"1896","Elephantulus fuscipes",334238
"1897","Elephantulus fuscus",334236
"1898","Elephantulus intufi",741343
"1899","Elephantulus myurus",741345
"1900","Elephantulus ocularis",7654218
"1901","Elephantulus renatus",7654219
"1902","Elephantulus revoili",334233
"1903","Elephantulus rufescens",584365
"1904","Elephantulus rupestris",741359
"1905","Elephas armeniacus",7654243
"1906","Elephas bombifrons",3607197
"1907","Elephas celebensis",6144032
"1908","Elephas namadicus",7654244
"1909","Elephas zulu",7654245
"1910","Eligmodontia bolsonensis",565749
"1911","Eligmodontia dunaris",6144783
"1912","Eligmodontia hirtipes",504211
"1913","Eligmodontia moreni",565738
"1914","Eligmodontia morgani",469019
"1915","Eligmodontia puerulus",84873
"1916","Eligmodontia typus",612164
"1917","Eliomys melanurus",1038450
"1918","Eliomys munbyanus",3608173
"1919","Eliomys quercinus",964576
"1920","Eliurus antsingy",693853
"1921","Eliurus carletoni",693851
"1922","Eliurus danieli",3608552
"1923","Eliurus ellermani",441620
"1924","Eliurus grandidieri",277057
"1925","Eliurus majori",277058
"1926","Eliurus minor",277053
"1927","Eliurus myoxinus",277055
"1928","Eliurus penicillatus",3608551
"1929","Eliurus petteri",3608550
"1930","Eliurus tanala",550180
"1931","Eliurus tsingimbato",7067483
"1932","Eliurus webbi",550182
"1933","Ellobius alaicus",3608483
"1934","Ellobius fuscocapillus",664068
"1935","Ellobius lutescens",664072
"1936","Ellobius pedorychus",7654587
"1937","Ellobius talpinus",904714
"1938","Ellobius tancrei",884647
"1939","Emballonura alecto",1011473
"1940","Emballonura atrata",156176
"1941","Emballonura beccarii",514602
"1942","Emballonura dianae",426050
"1943","Emballonura discolor",7656298
"1944","Emballonura furax",3613559
"1945","Emballonura monticola",1073068
"1946","Emballonura nigrescens",432537
"1947","Emballonura raffrayana",514588
"1948","Emballonura serii",464409
"1949","Emballonura tiavato",164472
"1950","Enhydrocyon basilatus",3612612
"1951","Enhydrocyon crassidens",3612550
"1952","Enhydrocyon stenocephalus",3612529
"1953","Eoglaucomys fimbriatus",427317
"1954","Eolagurus luteus",718975
"1955","Eolagurus przewalskii",270179
"1956","Eomannodon multituberculatus",7657234
"1957","Eomysticetus whitmorei",4119411
"1958","Eonycteris major",505801
"1959","Eonycteris robusta",89715
"1960","Eonycteris spelaea",113372
"1961","Eospalax rothschildi",45198
"1962","Eospalax rufescens",45197
"1963","Eospalax smithii",459528
"1964","Eothenomys cachinus",155841
"1965","Eothenomys chinensis",1012597
"1966","Eothenomys colurnus",7067204
"1967","Eothenomys eleusis",679214
"1968","Eothenomys eva",42900
"1969","Eothenomys imaizumii",578152
"1970","Eothenomys inez",256497
"1971","Eothenomys miletus",679219
"1972","Eothenomys olitor",679208
"1973","Eothenomys proditor",679215
"1974","Eothenomys smithii",1012704
"1975","Eothenomys wardi",250920
"1976","Eotragus clavatus",7655588
"1977","Eozapus setchuanus",379324
"1978","Epicyon aelurodontoides",3612628
"1979","Episoriculus corsicanus",3614463
"1980","Episoriculus fumidus",250788
"1981","Episoriculus leucops",803082
"1982","Episoriculus macrurus",64854
"1983","Episoriculus umbrinus",7067973
"1984","Epixerus ebii",3609043
"1985","Epixerus wilsoni",152104
"1986","Epomophorus angolensis",3613513
"1987","Epomophorus anselli",3613515
"1988","Epomophorus crypturus",15293
"1989","Epomophorus doriae",7656279
"1990","Epomophorus gambianus",790965
"1991","Epomophorus grandis",3613514
"1992","Epomophorus labiatus",1004006
"1993","Epomophorus minimus",3613516
"1994","Epomophorus minor",787381
"1995","Epomophorus neumanni",7656280
"1996","Epomophorus stuhlmanni",7656281
"1997","Epomophorus wahlbergi",113368
"1998","Epomophorus zechi",7656282
"1999","Epomophorus zenkeri",7656283
"2000","Epomops buettikoferi",3613510
"2001","Epomops dobsonii",3613509
"2002","Epomops franqueti",558417
"2003","Eptesicus andinus",3613786
"2004","Eptesicus bobrinskoi",873668
"2005","Eptesicus brasiliensis",176332
"2006","Eptesicus chiriquinus",314000
"2007","Eptesicus diminutus",353890
"2008","Eptesicus dorianus",7656408
"2009","Eptesicus floweri",3613787
"2010","Eptesicus furinalis",842474
"2011","Eptesicus fuscus",10737
"2012","Eptesicus gobiensis",400030
"2013","Eptesicus guadeloupensis",3613781
"2014","Eptesicus innoxius",3613782
"2015","Eptesicus japonensis",3613783
"2016","Eptesicus jubatus",7656409
"2017","Eptesicus kobayashii",3613794
"2018","Eptesicus macleayii",7656410
"2019","Eptesicus nilssonii",493714
"2020","Eptesicus pachyotis",3613803
"2021","Eptesicus platyops",3613797
"2022","Eptesicus regulus",383887
"2023","Eptesicus sagittula",739212
"2024","Eptesicus taddeii",6146500
"2025","Eptesicus tatei",3613804
"2026","Eptesicus vulturnus",687559
"2027","Equus caballus",1068218
"2028","Equus ferus",520756
"2029","Equus germanicus",7656760
"2030","Equus grevyi",1068209
"2031","Equus neogeus",918736
"2032","Equus oldowayensis",7656764
"2033","Equus ovodovi",785497
"2034","Equus penrecei",7656765
"2035","Equus phlegon",7656766
"2036","Equus przewalskii",1068229
"2037","Equus stenosis",7656768
"2038","Equus taubachensis",7656770
"2039","Eremodipus lichtensteini",85025
"2040","Eremoryzomys polius",1035611
"2041","Erethizon dorsatum",848921
"2042","Erethizon dorsatus",3609645
"2043","Erignathus barbatus",931413
"2044","Erinaceus amurensis",125319
"2045","Erinaceus calligoni",7656508
"2046","Erinaceus danubicus",6146583
"2047","Erinaceus davidi",7656509
"2048","Erinaceus dealbatus",7656510
"2049","Erinaceus ecaudatus",321809
"2050","Erinaceus europaeus",796660
"2051","Erinaceus fallax",7656511
"2052","Erinaceus grayii",7656512
"2053","Erinaceus hanensis",6146584
"2054","Erinaceus hindei",7656513
"2055","Erinaceus jerdoni",7656514
"2056","Erinaceus kreyenbergi",6146585
"2057","Erinaceus krugi",6146586
"2058","Erinaceus macracanthus",7656515
"2059","Erinaceus mentalis",7656516
"2060","Erinaceus miodon",7656517
"2061","Erinaceus nesiotes",7656518
"2062","Erinaceus niger",7656519
"2063","Erinaceus roumanicus",1089938
"2064","Erinaceus sclateri",7656520
"2065","Erinaceus sharonis",7656521
"2066","Erinaceus sibiricus",6146588
"2067","Erinaceus spatangus",7656522
"2068","Erinaceus spiculus",7656523
"2069","Erinaceus tschifuensis",6146589
"2070","Eropeplus canus",3610726
"2071","Erophylla bombifrons",120236
"2072","Erophylla sezekorni",534168
"2073","Erythrocebus albigenis",7655030
"2074","Erythrocebus patas",268326
"2075","Erythrocebus poliophaeus",7655031
"2076","Eschrichtius pusillus",7655850
"2077","Eschrichtius robustus",800320
"2078","Eubalaena australis",699249
"2079","Eubalaena glacialis",397247
"2080","Eubalaena japonica",1072344
"2081","Euchoreutes naso",752189
"2082","Euderma maculatum",76925
"2083","Eudiscoderma thongareeae",6146424
"2084","Eudiscopus denticulus",388462
"2085","Eudorcas rufifrons",702506
"2086","Eudorcas rufina",3611674
"2087","Eudorcas thomsonii",702522
"2088","Eulemur albifrons",259258
"2089","Eulemur cinereiceps",975685
"2090","Eulemur coronatus",394965
"2091","Eulemur flavifrons",114057
"2092","Eulemur mongoz",696004
"2093","Eulemur rubriventer",696007
"2094","Eulemur rufifrons",3607541
"2095","Eulemur rufus",22554
"2096","Eulemur sanfordi",671251
"2097","Eumetopias elongatus",7656062
"2098","Eumetopias jubatus",949686
"2099","Eumops auripendulus",842476
"2100","Eumops chimaera",5925635
"2101","Eumops chiribaya",6146425
"2102","Eumops dabbenei",779246
"2103","Eumops delticus",6146426
"2104","Eumops ferox",839628
"2105","Eumops hansae",599542
"2106","Eumops maurus",633528
"2107","Eumops patagonicus",839631
"2108","Eumops perotis",301606
"2109","Eumops trumbulli",3614008
"2110","Eumops underwoodi",446280
"2111","Eumops wilsoni",839610
"2112","Euneomys chinchilloides",644642
"2113","Euneomys fossor",3608228
"2114","Euneomys mordax",829500
"2115","Euneomys petersoni",3608229
"2116","Euoticus elegantulus",323064
"2117","Euoticus pallidus",3607501
"2118","Eupetaurus cinereus",675200
"2119","Eupleres goudotii",527114
"2120","Euroscaptor grandis",3614253
"2121","Euroscaptor klossi",5827939
"2122","Euroscaptor kuznetsovi",7067977
"2123","Euroscaptor longirostris",293562
"2124","Euroscaptor malayana",911109
"2125","Euroscaptor micrura",586867
"2126","Euroscaptor mizura",201752
"2127","Euroscaptor orlovi",7067978
"2128","Euroscaptor parvidens",3614252
"2129","Euroscaptor subanura",5827938
"2130","Euryoryzomys emmonsae",744
"2131","Euryoryzomys lamia",634758
"2132","Euryoryzomys legatus",3608302
"2133","Euryoryzomys macconnelli",27308
"2134","Euryoryzomys nitidus",27289
"2135","Euryoryzomys russatus",739
"2136","Euryzygomatomys spinosus",504978
"2137","Eutamias asiaticus",7654936
"2138","Eutamias urialis",7654938
"2139","Exilisciurus concinnus",724376
"2140","Exilisciurus exilis",724374
"2141","Exilisciurus whiteheadi",3609136
"2142","Falsistrellus affinis",3613838
"2143","Falsistrellus mackenziei",3614164
"2144","Falsistrellus mordax",3613841
"2145","Falsistrellus tasmaniensis",3613842
"2146","Felis affinis",7656115
"2147","Felis agrius",7656116
"2148","Felis catus",563166
"2149","Felis chaus",983181
"2150","Felis haussa",7656119
"2151","Felis herschelii",7656120
"2152","Felis hyaenoides",7656121
"2153","Felis javanensis",7656122
"2154","Felis macrocelis",7656123
"2155","Felis manchurica",7656124
"2156","Felis margarita",983177
"2157","Felis moormensis",7656125
"2158","Felis nepalensis",7656126
"2159","Felis nigripes",983179
"2160","Felis ornata",7656128
"2161","Felis pamiri",7656129
"2162","Felis pardochrous",7656130
"2163","Felis pardoides",7656131
"2164","Felis prateri",7656132
"2165","Felis pulchella",7656134
"2166","Felis ricketti",7656135
"2167","Felis rutilus",7656136
"2168","Felis servalina",7656137
"2169","Felis wagati",7656138
"2170","Felovia vae",3609364
"2171","Feresa attenuata",336240
"2172","Feroculus feroculus",3614650
"2173","Fossa fossana",342738
"2174","Fossa majori",7656111
"2175","Fukomys amatus",107128
"2176","Fukomys anselli",927982
"2177","Fukomys bocagei",257746
"2178","Fukomys choma",257744
"2179","Fukomys damarensis",895549
"2180","Fukomys darlingi",257739
"2181","Fukomys foxi",927967
"2182","Fukomys ilariae",6144312
"2183","Fukomys kafuensis",927977
"2184","Fukomys mechowii",107104
"2185","Fukomys micklemi",681119
"2186","Fukomys ochraceocinereus",927962
"2187","Fukomys zechi",3609786
"2188","Funambulus layardi",926932
"2189","Funambulus palmarum",319616
"2190","Funambulus pennantii",659094
"2191","Funambulus sublineatus",926930
