"","synonyms","id"
"1974","Poemys melanotis insignis",3608546
"1975","Dendromus melanotis pretoriae",3608546
"1976","Dendromus nigrifrons vulturnus",3608546
"1977","Dendromus exoneratus",3608546
"1978","Dendromus concinnus",3608546
"1979","Dendromus nigrifrons shortridgei",3608546
"1980","Dendromus melanotis chiversi",3608546
"1981","Dendromus melanotis thorntoni",3608546
"1982","Dendromus melanotis basuticus",3608546
"1983","Dendromys nigrifrons",3608546
"1984","Dendromus arenarius",3608546
"1985","Dendromus melanotis capensis",3608546
"1986","Dendromus spectabilis",3608546
"1987","Dendromys subtilis",3608546
"1988","Dendromus ayresi",1050970
"1989","Malacothrix typicus damarensis",1050970
"1990","Malacothrix typicus molopensis",1050970
"1991","Malacothrix typicus harveyi",1050970
"1992","Malacothrix typica",600700
"1993","Malacothrix typicus kalaharicus",1050970
"1994","Dendromus typicus",1050970
"1995","Dendromys pumilio",1050970
"1996","Malacothrix egeria",1050970
"1997","Dendromus typus",1050970
"1998","Dendromys messorius",3608539
"1999","Dendromus ruddi",3608539
"2000","Dendromus jamesoni pongolensis",254740
"2001","Dendromus whytei pallescens",254740
"2002","Dendromus whytei capitis",254740
"2003","Dendromus ochropus",254740
"2004","Dendromus jamesoni",254740
"2005","Dendromus lineatus",254740
"2006","Dendromus acraeus",254740
"2007","Megadendromus nicolausi",3610450
"2008","Megadendromus nikolausi",3610450
"2009","Dendromus longicaudatus",565421
"2010","Dionysopithecus orientalis",3607806
"2011","Mus defua",685867
"2012","Dephomys eburnea",3608826
"2013","Artibeus bogotensis",130225
"2014","Artibeus cinereus bogotensis",130225
"2015","Artibeus glaucus bogotensis",130225
"2016","Artibeus sp. PAL-2006",130225
"2017","Artibeus (Dermanura) incomitatus",658640
"2018","Artibeus incomitatus",658640
"2019","Artibeus phaeotis ravus",1016359
"2020","Artibeus rava",1016359
"2021","Pteropus leucopterus",740197
"2022","Castor moschata",60434
"2023","Desmodilliscus buchanani",981023
"2024","Desmodillus auricularis pudicus",981029
"2025","Gerbillus brevicaudatus",981029
"2026","Phyllostoma rotundum",238431
"2027","Desmodus youngi",1060472
"2028","Stephanorhinus etruscus",4118081
"2029","Rhinoceros etruscus",4118081
"2030","Stephanorhinus hemitoechus",3614781
"2031","Rhinoceros hemitoechus",3614781
"2032","Rhinoceros mercki",7656876
"2033","Dicerorhinus choukoutienensis",7656876
"2034","Depanycteris isabella",599538
"2035","Dicrostonyx groenlandicus lentus",603158
"2036","Dicrostonyx groenlandicus clarus",603158
"2037","Dicrostonyx hudsonius alascensis",603158
"2038","Dicrostonyx groenlandicus kilangmiutak",603158
"2039","Dicrostonyx rubricatus",603158
"2040","Dicrostonyx kilangmiutak",603158
"2041","Arvicola rubricatus",603158
"2042","Mus hudsonius",860654
"2043","Dicrostonyx unalascensis peninsulae",3608457
"2044","Dicrostonyx exsul",3608457
"2045","Mus torquatus",603156
"2046","Mus lenensis",603156
"2047","Myodes torquatus pallida",603156
"2048","Dicrostonyx chionopaes",603156
"2049","Lemmus ungulatus",603156
"2050","Mus lenae",603156
"2051","Dicrostonyx unalascensis stevensoni",3608460
"2052","Didelphis marsupialis virginiana",919171
"2053","Microtus bogdanovi",929331
"2054","Dolomys grebenscikovi korabensis",929331
"2055","Dolomys bogdanovi preniensis",929331
"2056","Dolomys grebenscikovi",929331
"2057","Microtus marakovici",929331
"2058","Dinomys branicki",234025
"2059","Hylobates tianganhuensis",3607808
"2060","Pliopithecus wangi",3607808
"2061","Pliopithecus wongi",3607808
"2062","Hemigale hosei",583720
"2063","Sorex pulchellum",850886
"2064","Mus bowersi okinavensis",577539
"2065","Diplothrix legatus",577539
"2066","Gerbillus bottai",3608910
"2067","Gerbillus campestris",89162
"2068","Dipodillus campestrist riparius",89162
"2069","Dipodillus campestris rozsikae",89162
"2070","Dipodillus campestris roszikae",89162
"2071","Dipodillus campestris cinnamomeus",89162
"2072","Dipodillus dodsoni patrizii",89162
"2073","Dipodillus campestris haymani",89162
"2074","Gerbillus campestris wassifi",89162
"2075","Gerbillus quadrimaculatus",89162
"2076","Dipodillus dodsoni",89162
"2077","Dipodillus hilda",89162
"2078","Gerbillus dasyurus",438464
"2079","? dasyurus",438464
"2080","Dipodillus dasyroides",438464
"2081","Gerbillus harwoodi",3608909
"2082","Dipodillus luteus",3608909
"2083","Gerbillus jamesi",3608912
"2084","Gerbillus lowei",3608916
"2085","? lowei",3608916
"2086","Gerbillus mackillingini",3608911
"2087","Gerbillus maghrebi",3608917
"2088","Gerbillus rupicola",3608918
"2089","Gerbillus simoni",809723
"2090","Dipodillus kaiseri",809723
"2091","Gerbillus somalicus",3608913
"2092","? somalicus",3608913
"2093","Gerbillus stigmonyx",3608915
"2094","Perodipus ingens",669947
"2095","Dipodomys phillipsii ornatus",6144701
"2096","Dipodomys phillipsi",241220
"2097","Dipodomys cascus",844928
"2098","Cephalotes minor",48408
"2099","Hypoderma moluccensis",1032365
"2100","Cephalotes viridis",48402
"2101","Dolichopithecus hipsulophus",3607645
"2102","Adelopithecus hypsilophus",3607645
"2103","Pediolagus salinicola",484311
"2104","Kangurus veterum",567247
"2105","Dorcopsis vanheurni",46393
"2106","Sundasciurus everetti",3609137
"2107","Dromiciops australis",905267
"2108","Didelphys australis",905267
"2109","Sigmodontinae sp. MVZ182088",781394
"2110","Rudapithecus hungaricus",3607876
"2111","Rangwapithecus sericus",3607876
"2112","Rangwapithecus serus",3607876
"2113","Gigantopithecus giganteus",3607692
"2114","Indopithecus giganteus",3607692
"2115","Sivapithecus orientalis",4941856
"2116","Sivapithecus indicus",4941856
"2117","Nyanzapithecus vancouveringorum",4941662
"2118","Halicore hemprichii",835324
"2119","Halicore tabernaculi",835324
"2120","Halicore lottum",835324
"2121","Halicore cetacea",835324
"2122","Trichechus dugung",835324
"2123","Dugong dugon hemprichii",835324
"2124","Trichechus dugon",835324
"2125","Halicore australis",835324
"2126","Halicore dugong",835324
"2127","Halicore australe",835324
"2128","Halicore dugung",835324
"2129","Dugong dugon dugon",835324
"2130","Dugong dugon tabernaculi",835324
"2131","Dugong dugong",835324
"2132","Canis australis",408359
"2133","Canis platensis",4117978
"2134","Ducicyon avus",4117978
"2135","Cynopterus spadiceus",606019
"2136","Urotrichus pilirostris",375375
"2137","Echimys cristatus",360967
"2138","Myoxus chrysurus",360967
"2139","Echinops telfairii",222351
"2140","Viverra gymnura",1027567
"2141","Echiothrix brevicula",3609908
"2142","Eidolon dupraenum",113376
"2143","Eidolon helvum dupraenum",113376
"2144","Pteropus dupreanus",113376
"2145","Mustela barbara",381140
"2146","Galictis barbara",381140
"2147","Tayra barbara",381140
"2148","Cervus davidianus",1030869
"2149","Macroscelides brachyrhynchus",741348
"2150","Macroscelides brachyrhynchus malosae",741348
"2151","Macroscelides fuscipes",334238
"2152","Macroscelides intufi alexandri",741343
"2153","Macroscelides intufi",741343
"2154","Archidiskodon celebensis",6144032
"2155","Eligmodontia sp. bolsonensis",565749
"2156","Phyllotis hirtipes",504211
"2157","Eligmodontia hirtipes jacunda",84873
"2158","Eligmodontia puerulus tarapacensis",84873
"2159","Graomys hypogaeus",612164
"2160","Mus elegans",612164
"2161","Eligmodontia marica",612164
"2162","Eliomys cyrenaicus",1038450
"2163","Eliomys lerotinus tunetae",3608173
"2164","Eliomys lerotinus occidentalis",3608173
"2165","Eliomys quercinus denticulatus",3608173
"2166","Bifa lerotina",3608173
"2167","Eliomys jurassicus",964576
"2168","Mus quercinus",964576
"2169","Eliomys quercinus quercinus",964576
"2170","Eliomys quercinus gymnesicus",964576
"2171","Eliomys quercinus sardus",964576
"2172","Eliomys quercinus gotthardus",964576
"2173","Eliomys nitela lusitanica",964576
"2174","Eliomys quercinus superans",964576
"2175","Eliomys quercinus raticus",964576
"2176","Eliomys quercinus ophiusae",964576
"2177","Eliomys quercinus liparensis",964576
"2178","Myoxus nitela amori",964576
"2179","Eliomys quercinus jurrasicus",964576
"2180","Eliomys quercinus dichrurus",964576
"2181","Eliomys quercinus valverdei",964576
"2182","Eliomys quercinus lusitanicus",964576
"2183","Eliomys sardus",964576
"2184","Eliomys superans",964576
"2185","Eliomys cincticauda",964576
"2186","Eliomys nitela",964576
"2187","Eliomys gotthardus",964576
"2188","Eliomys ophiusae",964576
"2189","Eliomys hortualis",964576
"2190","Eliomys gymnesicus",964576
"2191","Eliomys pallidus",964576
"2192","Eliomys hamiltoni",964576
"2193","Myoxus nitela",964576
"2194","Eliurus sp. SAJ-2009a",693851
"2195","Ellobius farsistani",664068
"2196","Ellobius intermedius",664068
"2197","Ellobius fuscocapillus legendrei",664072
"2198","Ellobius woosnami",664072
"2199","Ellobius talpinus transcaspiae",904714
"2200","Myotalpa talpina",904714
"2201","Ellobius talpinus ciscaucasica",904714
"2202","Mus talpinus",904714
"2203","Georychus rufescens",904714
"2204","Spalax murinus",904714
"2205","Ellobius fusciceps ursulus",884647
"2206","Ellobius talpinus ognevi",884647
"2207","Ellobius kastschenkoi",884647
"2208","Ellobius albicatus",884647
"2209","Ellobius fuscipes",884647
"2210","Ellobius coenosus",884647
"2211","Ellobius larvatus",884647
"2212","Paremballonura atrata",156176
"2213","Paremballonura tiavato",164472
"2214","Hyaenocyon basilatus",3612612
"2215","Enhydrocyon oregonensis",3612529
"2216","Hylopetes fimbriatus",427317
"2217","? fimbriatus",462740
"2218","Myospalax rothschildi",45198
"2219","Myospalax minor",45198
"2220","Eospalax smithi",459528
"2221","Myospalax smithi",459528
"2222","Myospalax smithii",459528
"2223","Eothenomys melanogaster confinii",155841
"2224","Eothenomys tarquinius",1012597
"2225","Microtus chinensis tarquinius",1012597
"2226","Eothenomys melanogaster colurnus",7067204
"2227","Caryomys eva",42900
"2228","Caryomys inez",256497
"2229","Microtus nux",256497
"2230","? inez",256497
"2231","Eothenomys fidelis",679219
"2232","Myodes smithii",1012704
"2233","Clethrionomys rufocanus okiensis",1012704
"2234","? smithii",1978
"2235","Phaulomys smithii",1012704
"2236","Eothenomys chinensis wardi",250920
"2237","Zapus setchuanus vicinus",379324
"2238","Soriculus fumidus",250788
"2239","Episoriculus leucopus",803082
"2240","Soriculus leucops",803082
"2241","Sorex leucops",803082
"2242","Soriculus macrurus",64854
"2243","Sciurus ebii",6145006
"2244","Epomophorus macrocephalus angolensis",3613513
"2245","Micropterus grandis",3613514
"2246","Pteropus labiatus",1004006
"2247","Pteropus wahlbergi",113368
"2248","Epomophorus buettikoferi",3613510
"2249","Epomops dobsoni",3613509
"2250","Epomophorus dobsonii",3613509
"2251","Epomophorus franqueti",558417
"2252","Eptesicus bobrinskii",873668
"2253","Glauconycteris floweri",3613787
"2254","Vespertilio innoxius",3613782
"2255","Eptesicus nilsonii",493714
"2256","Eptesicus nilssoni",493714
"2257","Eptesicus borealis",493714
"2258","Eptesicus atratus",493714
"2259","Vesperugo pachyotis",3613803
"2260","Vespertilio platyops",3613797
"2261","Vespadelus regulus",383887
"2262","Vespadelus sagittula",739212
"2263","Vespadelus darlingtoni",739212
"2264","Eptesicus darlingtoni",739212
"2265","Vespadelus vulturnus",687559
"2266","Eptesicus pumilus vulturnus",687559
"2267","Equus przewalskii f. caballus",1068218
"2268","Equus przewalskii forma caballus",1068218
"2269","Equus hippagrus",1068218
"2270","Equus neogeus",918736
"2271","Equus ferus caballus",1068218
"2272","Equus caballus fossilis",1068218
"2273","Equus neogaeus",1068218
"2274","Equus caballus germanicus",1068218
"2275","Hippidium neogaeum",1068218
"2276","Equus caballus domesticus",1068218
"2277","Equus caballus caballus",1068218
"2278","Hipphaplus bravardi",1068218
"2279","Equus caballus piveteaui",1068218
"2280","Equus caballus gallicus",1068218
"2281","Equus asinus hippagrus",1068218
"2282","Equus caballus ferus",520756
"2283","Equus sylvestris",520756
"2284","Equus ferus ferus",520756
"2285","Equus gmelini",520756
"2286","Equus grevyi berberensis",1068209
"2287","Dolichohippus grevyi",1068209
"2288","Equus faurei",1068209
"2289","Equus (Amerhippus) neogeus",918736
"2290","Equus (Sussemionus) ovodovi",785497
"2291","Equus caballus przewalskii",1068229
"2292","Equus ferus przewalskii",1068229
"2293","Eremodipus lichtensteini jaxartensis",85025
"2294","Eremodipus lichtensteini balkhashensis",85025
"2295","Oryzomys polius",1035611
"2296","Coendou cumberlandicus",3609645
"2297","Erethizon epixanthus",3609645
"2298","Erethizon cloacinum",3609645
"2299","Erethizon godfreyi",3609645
"2300","Hystrix dorsata",3609645
"2301","Erethizon dorsata",3609645
"2302","Phoca barbata",931413
"2303","Phoca leporina",931413
"2304","Phoca lepechenii",931413
"2305","Phoca parsonii",931413
"2306","Phoca albigena",931413
"2307","Erinaceus europaeus europaeus",796660
"2308","Erinaceus europaeus centralrossicus",796660
"2309","Erinaceus erinaceus centralrossicus",796660
"2310","Erinaceus erinaceus europaeus",796660
"2311","Erinaceus dissimilis",796660
"2312","Erinaceus erinaceus",796660
"2313","Erinaceus concolor roumanicus",1089938
"2314","Erinaceus europaeus roumanicus",1089938
"2315","Erophylla bombifrons",120236
"2316","Cercopithecus patas",268326
"2317","Erythrocebus formosus",268326
"2318","Cercopithecus ruber",268326
"2319","Erythrocebus patas villiersi",268326
"2320","Simia ruber nigro-fasciatus",268326
"2321","Cercopithecus patas sannio",268326
"2322","Simia ruber albo-fasciatus",268326
"2323","Cercopithecus patas albosignatus",268326
"2324","Erythrocebus whitei",268326
"2325","Cercopithecus patas poliomystax",268326
"2326","Erythrocebus zechi",268326
"2327","Erythrocebus albigenus",268326
"2328","Simia rubra",268326
"2329","Cercopithecus circumcinctus",268326
"2330","Simia rufa",268326
"2331","Cercopithecus kerstingi",268326
"2332","Erythrocebus langheldi",268326
"2333","Cercopithecus poliophaeus",268326
"2334","Cercopithecus poliophaeus",268326
"2335","Balaenoptera robusta",800320
"2336","Eschrichtius gibbosus",800320
"2337","Eschrichtius glaucus",800320
"2338","Balaena gibbosa",800317
"2339","Balaena boops",226193
"2340","Agaphelus glaucus",800320
"2341","Rachianectes glaucus",800320
"2342","Agaphelus gibbosus",800317
"2343","Rhachianectes glaucus",800320
"2344","Plesiocetus robustus",800320
"2345","Eschrichtius robusta",800320
"2346","Balaena capensis",699249
"2347","Balaena australis",1072344
"2348","Balaena glacialis",397247
"2349","Balaena antarctica",1072344
"2350","Balaena hectori",699249
"2351","Balaena antipodum",699249
"2352","Eubalaena capensis",699249
"2353","Halibalaena britannica",699249
"2354","Baloena australis",699249
"2355","Caperea antipodarum",397243
"2356","Balaena mysticetus antarcticus",699249
"2357","Balaena britannica",699249
"2358","Hunterus temminckii",699249
"2359","Eubalaena glacialis australis",699249
"2360","Balaena glacialis australis",699249
"2361","Balaena antipodarum",397243
"2362","Macleayius australiensis",699249
"2363","Balaena glacialis",397247
"2364","Balaena islandica",397247
"2365","Balaena eubalaena",397247
"2366","Balaena euskariensis",397247
"2367","Balaena cisarctica",397247
"2368","Balaena biscayensis",397247
"2369","Balaena vanbenediana",397247
"2370","Balaena mediterranea",397247
"2371","Balaena nordcaper",397247
"2372","Balaena tarentina",397247
"2373","Balaena vanbenedeniana",397247
"2374","Hunterius svendenborgii",397247
"2375","Balaena swedenborgii",397247
"2376","Hunterius temminckii",397247
"2377","Macleayius britannicus",397247
"2378","Balaena mysticetus islandica",397247
"2379","Eubalaena glacialis glacialis",397247
"2380","Baloena glacialis",397247
"2381","Hunterius swedenborgii",397247
"2382","Balaena glacialis glacialis",397247
"2383","Balaena svendenborgii",397247
"2384","Balaena alutiensis",1072344
"2385","Balaena japonica",1072344
"2386","Balaena cullamacha",1072344
"2387","Balaena kuliomoch",1072344
"2388","Balaena australis",1072344
"2389","Balaena culammak",1072344
"2390","Balaena cullamach",1072344
"2391","Eubalaena sieboldii",1072344
"2392","Balaenoptera antarctica",1072344
"2393","Balaena sieboldii",1072344
"2394","Balaena lunulata",1072344
"2395","Balaena antarctica",1072344
"2396","Balaena aleoutiensis",1072344
"2397","Eubalaena glacialis sieboldii",1072344
"2398","Eubalaena glacialis japonica",1072344
"2399","Euchoreutes naso alashanicus",752189
"2400","Histiotus maculatus",76925
"2401","Discopus denticulus",388462
"2402","Gazella rufifrons",702506
"2403","Gazella rufina",3611674
"2404","Eudorcas rufifrons thomsonii",702522
"2405","Gazella rufifrons thomsonii",702522
"2406","Gazella thomsoni",702522
"2407","Gazella thomsonii",702522
"2408","Eulemur fulvus albifrons",259258
"2409","Eulemur macaco albifrons",259258
"2410","Lemur albifrons",259258
"2411","Lemur macaco albifrons",259258
"2412","Prosimia frederici",259258
"2413","Eulemur albocollaris",975685
"2414","Lemur fulvus albocollaris",975685
"2415","Lemur coronatus",394965
"2416","Lemur chrysampyx",394965
"2417","Eulemur macaco flavifrons",114057
"2418","? flavifrons",114057
"2419","Lemur flavifrons",114057
"2420","Lemur nigerrimus",114057
"2421","Lemur mongoz",696004
"2422","Prosimia brissonii",696004
"2423","Prosimia bugi",696004
"2424","Lemur nigrifrons",696004
"2425","Lemur dubius",696004
"2426","Lemur cuvieri",696004
"2427","Prosimia ocularis",696004
"2428","Prosimia micromongoz",696004
"2429","Lemur rubriventer",696007
"2430","Lemur rufiventer",696007
"2431","Lemur flaviventer",696007
"2432","Prosimia rufipes",696007
"2433","Lemur rufifrons",3607541
"2434","Eulemur fulvus rufus",22554
"2435","Eulemur fulvus sanfordi",394961
"2436","? sanfordi",671251
"2437","Phoca jubata",949686
"2438","Eumetopias stelleri",949686
"2439","Otaria jubata",949686
"2440","Phoca stelleri",949686
"2441","Otaria stellerii",949686
"2442","Arctocephalus monteriensis",949686
"2443","Eumops bonariensis delticus",6146426
"2444","Eumops geijskesi",633528
"2445","Molossus maurus",633528
"2446","Promops trumbulli",3614008
"2447","Euneomys ultimus",644642
"2448","Euneomys noei",829500
"2449","Euneomys dabbeni",3608229
"2450","Galago elegantulus tonsor",323064
"2451","Galago elegantulus",323064
"2452","Otolicnus apicalis",323064
"2453","Eupleres goudoti",527114
"2454","Talpa klossi",5827939
"2455","Talpa klossi malayana",5827939
"2456","Talpa longirostris",293562
"2457","Euroscaptor micrura malayana",911109
"2458","Talpa micrura",586867
"2459","Talpa mizura",201752
"2460","Talpa parvidens",3614252
"2461","Oryzomys emmonsae",744
"2462","Oryzomys lamia",634758
"2463","Oryzomys legatus",3608302
"2464","Oryzomys macconnelli",27308
"2465","Oryzomys nitidus",27289
"2466","? nitidus",4005747
"2467","Oryzomys intermedius",739
"2468","Oryzomys russatus",739
"2469","Oryzomys kelloggi",739
"2470","? russatus",739
"2471","Euryzygomatomys guiara",504978
"2472","Pipistrellus affinis",3613838
"2473","Vesperugo affinis",3613838
"2474","Pipistrellus mordax",3613841
"2475","Vesperugo mordax",3613841
"2476","Pipistrellus tasmaniensis",3613842
"2477","Vespertilio tasmaniensis",3613842
"2478","Vesperugo krefftii",7656486
"2479","Felis domesticus",563166
"2480","Felis silvestris catus",563166
"2481","Korat cats",563166
"2482","Felis lybica domestica",563166
"2483","Felis catus domestica",563166
"2484","Massoutiera vae",3609364
"2485","Grampus intermedius",336240
"2486","Feresa occulta",336240
"2487","Feresa intermedia",336240
"2488","Delphinus intermedius",336240
"2489","Feresia intermedia",336240
"2490","Ferasa attenuate",336240
"2491","Feresia attenuata",336240
"2492","Orca intermedia",336240
"2493","Viverra fossana",342738
"2494","Coetomys amatus",107128
"2495","Cryptomys amatus",107128
"2496","Coetomys anselli",927982
"2497","Cryptomys anselli",927982
"2498","Cryptomys bocagei",257746
"2499","Cryptomys kubangensis",257746
"2500","Cryptomys choma",257744
"2501","Coetomys damarensis",895549
"2502","Cryptomys damarensis",895549
"2503","Coetomys darlingi",257739
"2504","Cryptomys darlingi",257739
"2505","Cryptomys beirae",257739
"2506","Cryptomys zimbitiensis",257739
"2507","Cryptomys nimrodi",257739
"2508","Coetomys foxi",927967
"2509","Cryptomys foxi",927967
"2510","Coetomys kafuensis",927977
"2511","Cryptomys kafuensis",927977
"2512","Coetomys mechowi",107104
"2513","Cryptomys mechowi",107104
"2514","Cryptomys mechowii",107104
"2515","Fukomys mechowi",107104
"2516","Coetomys micklemi",681119
"2517","Cryptomys damarensis micklemi",681119
"2518","Cryptomys micklemi",681119
"2519","Georychus micklemi",681119
"2520","Coetomys ochraceocinereus",927962
"2521","Cryptomys ochraceocinereus",927962
"2522","Cryptomys zechi",3609786
"2523","Georychus zechi",3609786
"2524","Funambulus layardi layardi",926932
"2525","Funambulus layardi dravidianus",926932
"2526","Sciurus palmarum",319616
"2527","Funambulus pennanti",659094
"2528","? praetextus",3609134
"2529","Funisciurus praetextus",3609134
"2530","Atlantoxerus praetextus",3609134
"2531","Funisciurus isabella isabella",3609131
"2532","Funisciurus isabella dubosti",3609131
"2533","Furia horrens",1060469
"2534","Galagoides alleni",173071
"2535","Sciurocheirus alleni",173071
"2536","Galago alleni gabonensis",323060
"2537","Sciurocheirus gabonensis",323060
"2538","Galago gabonensis batesi",323060
"2539","Galago senegalensis granti",323055
"2540","Galagoides granti",323055
"2541","Galagoides zanzibaricus granti",323055
"2542","Paragalago granti",323055
"2543","Galago nyasae",323055
"2544","Galago mertensi",323055
"2545","Galago cocos",3607492
"2546","Paragalago orinus",679563
"2547","Galago orinus",679563
"2548","Galago rondoensis",3607491
"2549","Paragalago rondoensis",3607491
"2550","Galago thomasi",202831
"2551","Galago senegalensis inustus",271531
"2552","Galago senegalensis moholi",311214
"2553","Otolicnus mossambicus",311214
"2554","Galago moholi bradfieldi",311214
"2555","Galago moholi intontoi",311214
"2556","Galago conspicillatus",311214
"2557","Galago tumbolensis",311214
"2558","Cavia spixii",1010504
"2559","Nothocyon latidens",3612625
"2560","Phlaocyon latidens",3612625
"2561","Cormocyon latidens",3612625
"2562","Cynodictis latidens",3612625
"2563","Pyrenean desman",510297
"2564","Mygale pyrenaicus",510297
"2565","Galerella flavescens nigratus",252765
"2566","Galerella nigratus",252765
"2567","Herpestes ochraceus",3613284
"2568","Herpestes pulverulentus",658638
"2569","Herpestes sanguineus",750158
"2570","Herpestes sanguineus orestes",750158
"2571","Mungos sanguineus",750158
"2572","Mungos sanguineus orestes",750158
"2573","Mustela cuja",1061040
"2574","Viverra vittata",381130
"2575","Mustela striata",556857
"2576","Viverra fasciata",556857
"2577","Putorius striatus",556857
"2578","Galidictis fasciata striata",556857
"2579","Viverra striata",556857
"2580","Galidictis striata",556857
"2581","Mimon crenulatum",792611
"2582","Mimon koepckeae",3613579
"2583","Gazella dorca arabica",740848
"2584","Gazella gazella arabica",740848
"2585","Antilope cuvieri",702515
"2586","Gazella gazella erlangeri",663601
"2587","Gazella dorcas saudiya",702504
"2588","Gazella speki",702498
"2589","Viverra abyssinica",3613140
"2590","Genetta servalina cristata",45849
"2591","Genetta genetta pyrenaica",194343
"2592","Viverra genetta",194343
"2593","Genetta rubiginosa",159579
"2594","Viverra maculata",74729
"2595","Genetta maculata poensis",45853
"2596","Poiana poensis",45853
"2597","Genetta tigrina thierryi",159586
"2598","Viverra tigrina",350016
"2599","Geocapromys browni",3609730
"2600","Geocapromys brachyurus",3609730
"2601","Geocapromys ingrahamii",3609731
"2602","Geomys bursarius arenarius",834817
"2603","Geomys bursarius knoxjonesi",451267
"2604","Geomys personatus streckeri",492465
"2605","Mus buffoni",118556
"2606","Mus capensis",118556
"2607","Myotalpa capensis",118556
"2608","Fossor leucops",118556
"2609","Georychus buffonii",118556
"2610","Georychus yatesi",118556
"2611","Georychus leucops",118556
"2612","Georychus capensis canescens",118556
"2613","Geoxus sp. GDE-2016a",7067238
"2614","Notiomys valdivianus bullocki",885387
"2615","Notiomys valdivianus bicolor",885387
"2616","Tatera afra",630494
"2617","Tatera afra gilli",630494
"2618","Gerbillus afra",630494
"2619","Gerbillus africanus",630494
"2620","Meriones caffer",630494
"2621","Meriones schlegelii",630494
"2622","Tatera varia",3608905
"2623","Tatera boehmi",3608905
"2624","? boehmi",3608905
"2625","? brantsii",630497
"2626","Tatera brantsii",630497
"2627","Tatera draco",630497
"2628","Meriones montanus",630497
"2629","Meriones maccalinus",630497
"2630","Tatera breyeri",630497
"2631","Gerbilliscus gambianus gambiana",185333
"2632","Gerbilliscus kempi gambiana",185333
"2633","Tatera gambiana",185333
"2634","Tatera kempi gambiana",185333
"2635","Tatera guinea",240714
"2636","Tatera guineae picta",240714
"2637","Tatera guineae",240714
"2638","Tatera inclusa",3608907
"2639","Tatera kempi",240719
"2640","Tatera leucogaster",240724
"2641","Tatera schinzi waterbergensis",240724
"2642","Tatera miliaria stellae",240724
"2643","Tatera lobengulae beirensis",240724
"2644","Tatera lobengulae mashonae",240724
"2645","Tatera miliaria salsa",240724
"2646","Tatera lobengulae limpopoensis",240724
"2647","Tatera lobengulae pretoriae",240724
"2648","Tatera lobengulae pestis",240724
"2649","Tatera lobengulae bechuanae",240724
"2650","Tatera lobengulae mitchelli",240724
"2651","Tatera lobengulae tzaneenensis",240724
"2652","Tatera lobengulae littoralis",240724
"2653","Gerbillus lobengulae",240724
"2654","Tatera lobengulae zuluensis",240724
"2655","? leucogaster",240724
"2656","Tatera panja",240724
"2657","Tatera nigricauda",240732
"2658","? nigricaudus",240732
"2659","Tatera nigracauda percivali",240732
"2660","Tatera nigricauda nyama",240732
"2661","Tatera phillipsi",3608908
"2662","? phillipsi",15450
"2663","Tatera robusta",240728
"2664","Tatera mombasae",240728
"2665","Tatera pothae",240728
"2666","Tatera iconica",240728
"2667","? robustus",2954701
"2668","Gerbillus vicinus",240728
"2669","Tatera valida",240735
"2670","? validus",3544783
"2671","Gerbilliscus robustus vicinus",19510
"2672","Tatera vicina",19510
"2673","Gerbillus paeba swakopensis",818708
"2674","Gerbillus paeba mulleri",818708
"2675","Gerbillus calidus kalaharicus",818708
"2676","Gerbillus paeba broomi",818708
"2677","Gerbillus paeba leucanthus",818708
"2678","Gerbillus calidus",818708
"2679","Gerbillus tenuis",818708
"2680","Gerbillus swalius",818708
"2681","Gerbillurus vallianus",756674
"2682","Gerbillus dalloni",3608938
"2683","Gerbillus cosensi",3608938
"2684","Gerbillus cosensis",3608938
"2685","Gerbillus arduus",3608985
"2686","Gerbillus pyramidum floweri",3608959
"2687","Gerbillus gerbillus sudanensis",404779
"2688","Gerbillus gerbillus asyutensis",404779
"2689","Meriones longicaudus",404779
"2690","Gerbillus foleyi",404779
"2691","Gerbillus aegyptius",404779
"2692","Gerbillus hirtipes",404779
"2693","Millardia gleadowi",3608650
"2694","Gerbillus henleyi makrami",263040
"2695","Dipodillus jordani",263040
"2696","Dipodillus mariae",263040
"2697","Dipodillus arabium",404777
"2698","Gerbillus lixa",404777
"2699","Dipodillus indus",404777
"2700","Dipodillus mimulus",404777
"2701","Gerbillus bilensis",3608973
"2702","Gerbillus diminutus",3608950
"2703","Gerbillus percivali",3608950
"2704","Gerbillus ruberrimus",3608950
"2705","Gerbillus riggenbachi",809720
"2706","Dipodillus vivax",3608968
"2707","Gerbillus juliani",3608944
"2708","Giraffa camelopardalis reticulata",811379
"2709","Giraffa camelopardalis rothschildi",108126
"2710","Giraffa camelopardalis tippelskirchi",108126
"2711","Giraffa camelopardalis thornicrofti",108126
"2712","Chalinolobus alboguttatus",3613630
"2713","Glauconycteris alboguttatus",3613630
"2714","Chalinolobus argentatus",235402
"2715","Chalinolobus beatrix",176329
"2716","Chalinolobus egeria",235416
"2717","Chalinolobus gleni",3613629
"2718","Chalinolobus kenyacola",3613627
"2719","Chalinolobus poensis",582931
"2720","Kerivoula poensis",582931
"2721","Chalinolobus variegatus",62950
"2722","Glirulus lasiotis",909549
"2723","Glirulus elegans",909549
"2724","Myoxus elegans",909549
"2725","Myoxus javanicus",909549
"2726","Myoxus lasiotis",909549
"2727","Myoxus glis",185345
"2728","Glis insularis",185345
"2729","Glis glis tschetshenicus",185345
"2730","Glis glis postus",185345
"2731","Glis glis spoliatus",185345
